accDefRate,accExamCnt,accExamCompCnt,careCnt,clearCnt,createDt,deathCnt,examCnt,resutlNegCnt,seq,stateDt,stateTime,updateDt
1.4361751397,9447358,9338485,8542,123659,2021-05-20 09:35:45.542,1916,108873,9204368,517,20210520,00:00,2021-05-21 09:47:58.875
1.4368773847,9487108,9372964,8598,124158,2021-05-21 09:36:32.023,1922,114144,9238286,518,20210521,00:00,null
1.4393079615,9520966,9403408,8386,125032,2021-05-22 09:37:01.885,1926,117558,9268064,519,20210522,00:00,null
1.4438928819,9536299,9414064,8117,125881,2021-05-23 09:37:54.099,1931,122235,9278135,520,20210523,00:00,null
1.4466269101,9553613,9432909,8098,126427,2021-05-24 09:42:11.785,1934,120704,9296450,521,20210524,00:00,2021-05-26 17:11:27.494
1.4455504748,9592727,9475629,8044,126993,2021-05-25 09:33:39.762,1938,117098,9338654,522,20210525,00:00,2021-05-26 17:26:57.787
1.4479226274,9629450,9508381,8160,127574,2021-05-26 09:46:42.628,1940,121069,9370707,523,20210526,00:00,2021-05-27 09:40:52.468
1.4493399059,9665693,9543034,8188,128180,2021-05-27 09:39:43.099,1943,122659,9404723,524,20210527,00:00,null
1.4499377008,9702456,9579584,8193,128759,2021-05-28 09:34:29.553,1946,122872,9440686,525,20210528,00:00,2021-05-29 09:47:35.466
1.4509249463,9733591,9609801,7741,129739,2021-05-29 09:45:26.765,1951,123790,9470370,526,20210529,00:00,null
1.4541964496,9747614,9621121,7572,130381,2021-05-30 09:24:39.384,1957,126493,9481211,527,20210530,00:00,null
1.4568360166,9761158,9633205,7558,130823,2021-05-31 09:34:29.254,1959,127953,9492865,528,20210531,00:00,null
1.4559203539,9798402,9670790,7373,131463,2021-06-01 09:39:17.218,1963,127612,9529991,529,20210601,00:00,null
1.4576990021,9834350,9705433,7443,132068,2021-06-02 09:34:39.577,1965,128917,9563957,530,20210602,00:00,null
1.4591426309,9872324,9742502,7490,132699,2021-06-03 09:34:41.776,1968,129822,9600345,531,20210603,00:00,null
1.4610308586,9911324,9777480,7594,133289,2021-06-04 09:35:01.747,1969,133844,9634628,532,20210604,00:00,null
1.4639522306,9945954,9808790,7862,133763,2021-06-05 09:35:32.811,1971,137164,9665194,533,20210605,00:00,null
1.4674599968,9959697,9823232,7917,134262,2021-06-06 09:43:04.144,1973,136465,9679080,534,20210606,00:00,null
1.4705202062,9972297,9835771,7802,134861,2021-06-07 09:34:49.979,1974,136526,9691134,535,20210607,00:00,null
1.4701109691,10008583,9869323,7703,135412,2021-06-08 09:37:18.147,1975,139260,9724233,536,20210608,00:00,2021-06-09 16:41:53.988
1.4696532224,10044783,9913359,7541,136174,2021-06-09 09:41:30.049,1977,131424,9767667,537,20210609,00:00,null
1.4708941354,10076862,9946535,7611,136713,2021-06-10 09:35:53.948,1979,130327,9800232,538,20210610,00:00,null
1.4719099107,10111062,9977309,7652,137224,2021-06-11 09:37:57.985,1981,133753,9830452,539,20210611,00:00,2021-06-12 14:51:25.402
1.4715219644,10140535,10018335,7403,138037,2021-06-12 09:40:24.954,1982,122200,9870913,540,20210612,00:00,null
1.4745537419,10152907,10028390,7308,138581,2021-06-13 09:36:35.692,1985,124517,9880516,541,20210613,00:00,null
1.4765178464,10165497,10042073,7263,139022,2021-06-14 09:35:03.394,1988,123424,9893800,542,20210614,00:00,null
1.4757160493,10196469,10072805,6921,139733,2021-06-15 09:34:07.292,1992,123664,9924159,543,20210615,00:00,2021-06-16 09:46:35.159
1.4755870559,10229384,10110620,6760,140438,2021-06-16 09:52:02.014,1993,118764,9961429,544,20210616,00:00,null
1.4771444668,10257836,10136517,6708,141029,2021-06-17 09:37:38.734,1994,121319,9986786,545,20210617,00:00,null
1.4775263809,10294048,10168211,6426,141816,2021-06-18 09:42:02.1,1996,125837,10017973,546,20210618,00:00,null
1.4784539758,10323154,10194433,6338,142385,2021-06-19 09:54:16.488,1997,128721,10043713,547,20210619,00:00,null
1.4811890199,10335634,10204572,6248,142899,2021-06-20 09:39:22.589,2002,131062,10053423,548,20210620,00:00,null
1.4827923622,10346047,10217614,6234,143268,2021-06-21 09:40:21.025,2004,128433,10066108,549,20210621,00:00,null
1.4815298868,10380042,10252915,6077,143817,2021-06-22 09:37:35.096,2006,127127,10101015,550,20210622,00:00,2021-06-23 10:15:06.465
1.4838779715,10409949,10280158,6159,144379,2021-06-23 09:38:51.681,2007,129791,10127613,551,20210623,00:00,null
1.4843749318,10438782,10317811,6359,144788,2021-06-24 09:34:00.179,2008,120971,10164656,552,20210624,00:00,null
1.4866946297,10466545,10344357,6391,145389,2021-06-25 09:38:45.327,2009,122188,10190568,553,20210625,00:00,null
1.4878898766,10495516,10380943,6456,145989,2021-06-26 09:46:37.249,2012,114573,10226486,554,20210626,00:00,null
1.4921718017,10508678,10392302,6718,146340,2021-06-27 09:32:43.7,2013,116376,10237231,555,20210627,00:00,null
1.4950097471,10520929,10406086,6882,146675,2021-06-28 09:37:00.101,2015,114843,10250514,556,20210628,00:00,null
1.4960125523,10555741,10438883,7073,147077,2021-06-29 09:55:20.921,2017,116858,10282716,557,20210629,00:00,null
1.4998716669,10579072,10464962,7250,147693,2021-06-30 09:38:19.271,2018,114110,10308001,558,20210630,00:00,null
1.5036335283,10614316,10489391,7677,148024,2021-07-01 09:42:01.927,2021,124925,10331669,559,20210701,00:00,2021-07-03 09:46:43.839
1.5084099075,10641602,10510936,8205,148319,2021-07-02 09:40:45.284,2024,130666,10352388,560,20210702,00:00,2021-07-03 09:47:37.632
1.5122560101,10670617,10536708,8185,149132,2021-07-03 09:44:37.172,2025,133909,10377366,561,20210703,00:00,null
1.5175524712,10685125,10548828,8444,149614,2021-07-04 09:33:38.815,2026,136297,10388744,562,20210704,00:00,null
1.5219245826,10700134,10565241,8723,150044,2021-07-05 09:53:08.163,2028,134893,10404446,563,20210705,00:00,null
1.5248323652,10735716,10594017,8749,150760,2021-07-06 09:42:40.275,2032,141699,10432476,564,20210706,00:00,null
1.5319725965,10766502,10623754,9220,151500,2021-07-07 09:41:09.863,2033,142748,10461001,565,20210707,00:00,null
1.5399341921,10802782,10651624,10071,151923,2021-07-08 09:37:10.439,2034,151158,10487596,566,20210708,00:00,null
1.5476215324,10844217,10683749,10810,152498,2021-07-09 09:37:58.273,2036,160468,10518405,567,20210709,00:00,null
1.5564155112,10881640,10711921,11531,153153,2021-07-10 10:01:51.164,2038,169719,10545199,568,20210710,00:00,null
1.5666848402,10902278,10726216,12243,153760,2021-07-11 09:32:25.474,2043,176062,10558170,569,20210711,00:00,null
1.5741500854,10919898,10745227,12915,154187,2021-07-12 09:43:17.529,2044,174671,10576081,570,20210712,00:00,null
1.5789831387,10964299,10785169,13498,154752,2021-07-13 09:45:01.789,2046,179130,10614873,571,20210713,00:00,null
1.5878057669,11008859,10826954,14372,155491,2021-07-14 09:47:11.336,2048,181905,10655043,572,20210714,00:00,null
1.5982992594,11060456,10855977,14952,156509,2021-07-15 09:46:10.26,2050,204479,10682466,573,20210715,00:00,null
1.6073434271,11108584,10890392,15882,157113,2021-07-16 09:41:57.584,2051,218192,10715346,574,20210716,00:00,null
1.6160650601,11149226,10921590,16485,157960,2021-07-17 10:19:46.901,2055,227636,10745090,575,20210717,00:00,null
1.6265280434,11175981,10940543,16941,158953,2021-07-18 09:33:01.419,2057,235438,10762592,576,20210718,00:00,null
1.6348035828,11202434,10961745,17515,159630,2021-07-19 09:38:09.418,2058,240689,10782542,577,20210719,00:00,null
1.6396458500,11251987,11007316,18075,160347,2021-07-20 09:37:01.254,2059,244671,10826835,578,20210720,00:00,null
